title	genre	imdb_rating	summary	plot
Необыкновенные приключения Карика и Вали (фильм)	Детский фильм Фантастика Комедия	6.1	"«Необыкновенные приключения Ка́рика и Ва́ли» — советский детский двухсерийный фантастический художественный фильм, поставленный на киностудии «Ленфильм» в 1987 году режиссёром Валерием Родченко по мотивам одноимённой повести Яна Ларри (в заглавных титрах говорится, что это «фантазия на тему одноимённой повести Яна Ларри»).
Фильм снят по заказу Гостелерадио СССР."	Брат и сестра, Карик и Валя, попав в квартиру соседа, профессора Енотова, обнаруживают необычный эликсир, и выпив его, уменьшают себя до размеров насекомых, после чего оказываются в городском парке, который теперь для них полон опасностей. В то время, как их ищут безутешные родители и милиция, профессор понимает, куда пропали дети, и сам, выпив эликсир, уменьшается и отправляется на их поиски. Встретившись с детьми, учёный ведёт детей к спасению, попутно рассказывая о жизни насекомых и других животных, объясняя основы экологии.
Гиперболоид инженера Гарина (фильм)	фантастика приключения	6.5	«Гиперболо́ид инжене́ра Га́рина» — советский научно-фантастический фильм, снятый в 1965 году, по одноимённому роману А. Н. Толстого.	1925 год. Русский инженер Пётр Гарин, используя открытие профессора Манцева, создаёт оружие небывалой разрушительной силы — гиперболоид, генератор мощного теплового луча. Он решает использовать гиперболоид для осуществления своей идеи — стать правителем мира. За Гариным и его гиперболоидом начинается охота как советских спецслужб, так и иностранных капиталистов.
Лицензия на убийство	боевик приключения криминал триллер	6.6	«Лицензия на убийство» (англ. Licence to Kill) — шестнадцатый фильм о приключениях Джеймса Бонда, героя романов Яна Флеминга. Персонажи фильма позаимствованы из рассказа «Уникум Хальдебранда». Это второй и последний фильм «бондианы» для Тимоти Далтона. Первоначально фильм мог получить рейтинг R за сцены жестокости и стал бы первым фильмом франшизы с подобным рейтингом, но впоследствии из него было вырезано несколько подобных сцен, и в результате он получил рейтинг PG-13.	Джеймс Бонд, агент британской спецслужбы МИ-6, вместе со своим лучшим другом, агентом ЦРУ Феликсом Лейтером, прямо перед свадьбой Феликса арестовывают опасного, богатого и влиятельного наркобарона Франца Санчеса. После этого Феликс в торжественной обстановке женится. Однако из-за продажности полиции Санчес снова оказывается на свободе. Едва Бонд покинул дом друга после свадебных торжеств, как в него врываются бандиты Санчеса. Они убивают Деллу, жену Феликса.
История игрушек и ужасов!	комедия ужасов	7.5	История игрушек и ужасов! (англ. Toy Story of Terror!) — американский анимационный мультфильм студии Pixar и Disney Television Animation, основанный на франшизе «История игрушек». Премьера специального эпизода состоялась 16 октября 2013 года на канале ABC. Режиссёр и автор сценария — Энгус Маклейн. Роли озвучили Том Хэнкс, Тим Аллен, Джоан Кьюсак, Дон Риклс, Тимоти Далтон и Кристен Шаал. Композитор — Майкл Джаккино.	Девочка Бонни вместе со своей мамой едут навещать бабушку; Бонни берёт с собой Вуди, Базза Лайтера, Джесси, Рекса, Мистера Колючку, Мистера Картофельную Голову и Трикси. В багажнике машины игрушки смотрят фильм ужасов на портативном DVD-плеере. Когда у машины спускается колесо, Бонни и её мать решают провести ночь в придорожном мотеле Sleep Well.
Springtime for Thomas	Комедия семейный	7.6	«Весенняя пора для Тома» (англ. Springtime for Thomas) — 23 эпизод из серии знаменитых короткометражек «Том и Джерри». Дата выпуска: 30 марта 1946 года.	Всё начинается с того, что Джерри пытается раздразнить Тома, чтобы тот погнался за ним. Но сколько бы Джерри ни дразнил его, Том этого не замечает. Джерри даже вырывает кусок шкуры Тома — а кот и на это не реагирует. Том влюблён, он наблюдает за молодой кошечкой Тудлз и весь поглощён только ею. Тогда Джерри, переполненный яростью, по наущению злой стороны своей души (зелёной мышки-дьявола с трезубцем, рогами и заострёнными ушами, напоминающими уши Тома) отправляет письмо, надушенное парфюмом, коту-помоечнику Бутчу, от имени Тудлз.
Шофёр поневоле	Комедия	6.3	"«Шофёр поневоле» — советский полнометражный цветной художественный фильм-комедия, поставленный на киностудии «Ленфильм» в 1958 году режиссёром Надеждой Кошеверовой.
Премьера фильма на телевидении состоялась 28 сентября 1958 года."	Начальник Главупрснабсбыта Иван Петрович Пастухов в конце лета отправляется из Москвы в отпуск в город Сочи на собственном автомобиле «Волга», но не умеет хорошо водить и едет с личным шофёром — холостяком Саврасовым, мечтающим жениться на медсестре. Свою жену Пастухов отправляет поездом, так как её укачивает в машине. Приступ острого радикулита, внезапно поразивший водителя на отдыхе, становится началом приключений начальника Пастухова, которому приходится лично столкнуться с последствиями своего рабочего бюрократизма в повседневных трудовых буднях его подчинённых и простых советских людей, и по-новому взглянуть на свою деятельность. Пастухов сам отвозит Саврасова в больницу, где случайно меняется с ним пиджаками. Медсестра берёт из кармана у водителя, который не может двигаться, документы его шефа.
Бродяги Севера (фильм)	детский фильм приключенческий фильм и экранизация	6.5	«Бродяги Севера» — советский детский приключенческий телефильм 1983 года режиссёра Игоря Негреску.	По мотивам одноимённой повести канадского писателя Джеймса Оливера Кервуда. В дебрях густой тайги Севера встречаются медвежонок и щенок. Малыши быстро находят «общий язык» и начинают помогать друг другу выживать в суровых условиях дикой суровой природы. Но не менее опаснее хищников и другой «зверь» — человек, который норовит щенка упрятать в неволю, а из шкуры медведя сделать варежки. Вместе щенку Мики и медвежонку Нееве, ставших верными друзьями, предстоит пройти все опасности Севера.
Хоффа (фильм)	драма криминальный фильм биографический фильм	6.6	«Хоффа» (англ. Hoffa) — фильм режиссёра Дэнни Де Вито. Премьера состоялась 11 декабря 1992 года в театре Сэмюэля Голдвина в Беверли-Хиллз.	Биографический фильм об американском профсоюзном лидере Джимми Хоффе. Свою карьеру Хоффа начинает в тридцатые годы с агитации водителей грузовиков, убеждая их вступать в профсоюз. Позднее были стремительный карьерный рост, связи с мафией, тюремный срок и досрочное освобождение. Джимми Хоффа исчез при загадочных обстоятельствах. Его исчезновение породило множество слухов.
Рита (фильм, 1957)	для детей военный драма	7.0	"«Рита» — советский фильм 1957 года снятый на Рижской киностудии режиссёром Адой Неретниеце по сценарию Фёдор Кнорре.
Фильм получил вторую премию по разряду детских фильмов на Всесоюзном кинофестивале (1959), премию на II-ом Кинофестивале республик Прибалтики, Белоруссии и Молдавии (Вильнюс, 1959), номинировался на «Хрустальный глобус» на Международном кинофестивале в Карловых Варах (1958)."	Картина построена в форме воспоминаний старика Лусиса о своей внучке Рите, латышской девочке, которая во время Великой Отечественной войны — в оккупированной немцами Латвии, ежедневно рискуя жизнью у себя на хуторе спасала нескольких раненных солдат — русского, француза и двух латышей, в чём ей помогали немецкий мальчик Артур — сын Крамеров, немецкой пары как «расы господ» приехавшей на «новые земли» Рейха. Неожиданную помощь Рите и Крамеру оказывает немецкий солдат-антифашист Эрих, который понимает, что Рита кого-то прячет на чердаке, но не выдаёт её… Перед приходом Красной Армии гитлеровцы заподозривают девочку, но советские солдаты приходят вовремя и не дают нацистам расправиться с пленными и Ритой, но шрам от фашистской пули на лице остался как след войны на её лице.
Бой после победы	драма военный шпионский	6.8	«Бой после победы» — советский двухсерийный художественный фильм, снятый в 1972 году по документальной повести Василия Ардаматского режиссёром Вилленом Азаровым. Завершение трилогии, начатой фильмами «Путь в „Сатурн“» (1967) и «Конец „Сатурна“» (1968).	1945 год. После капитуляции нацистской Германии советский разведчик Сергей Крылов, работающий у немцев как Крамер, попадает вместе с майором Абвера Гербертом Вильгельми в американский лагерь для военнопленных. Американцы создают из бывших гестаповцев и абверовцев-контрразведчиков секретную разведывательную и диверсионную службу под началом генерала Рейнхарда Гелена. Вильгельми и Крылова тщательно проверяют и включают в организацию Гелена. Узнав про замыслы руководства новой организации насчёт создания сети диверсионных школ для действий против СССР, Крылов передаёт сведения об этом советским спецслужбам.
Чистое небо (фильм)	драма военный фильм	7.2	«Чистое небо» — советский художественный фильм, снятый в 1961 году известным режиссёром Григорием Чухраем. Главные роли в фильме исполнили Евгений Урбанский и Нина Дробышева.	Действие происходит в СССР в 1940-е—1950-е годы. Лётчик Алексей Астахов воевал и попал в плен, потом бежал. В мирное время Алексей столкнулся с недоверием и подозрительностью — как военнослужащий, побывавший в плену и тем самым «запятнавший моральный облик советского лётчика». Алексей страдает, не может найти работу по профессии и место в жизни. Его спасает любовь Саши Львовой, которую она пронесла через войну и все трудности послевоенного времени.
Смерть в Сараево	драматический фильм	6.3	Смерть в Сараево (босн. Smrt u Sarajevu) — боснийский драматический фильм, снятый Данисом Тановичем по пьесе «Отель Европа» Бернара-Анри Леви. Фильм был выбран для участия в конкурсе «Золотой медведь» на 66-м Берлинском международном кинофестивале. В Берлине он выиграл Гран-при Жюри, а также приз FIPRESCI за фильмы, показанные на конкурсе. Фильм выдвинут Боснией и Герцеговиной на премию «Оскар» за лучший фильм на иностранном языке.	Фильм рассказывает про «экзистенциальные страхи, тревоги и моральные дилеммы, которые имеет современное европейское общество».
Камилла Клодель, 1915	драма биография	6.5	«Камилла Клодель, 1915» (фр. Camille Claudel 1915) — французский драматический фильм автора сценария и режиссёра Брюно Дюмона. Фильм вошёл в основную конкурсную программу шестьдесят третьего Международного кинофестиваля в Берлине. В российский прокат лента вышла 11 июля 2013 года.	В фильме рассматривается связь известного скульптора Камиллы Клодель с другим известным французским скульптором Огюстом Роденом. Отслеживается развитие их романтических отношений с 1880-х годов, в частности разрыв, который Камилла тяжело переживала. Показано, как у девушки начинаются психические расстройства: ей кажется, что её повсюду преследуют завистники. В результате она попадает в психиатрическую лечебницу на юге Франции.
Охотники за привидениями: Наследники	комедия научное фэнтези	7.1	"«Охотники за привидениями: Наследники» (англ. Ghostbusters: Afterlife, дословно — «Охотники за привидениями: Загробная жизнь») — американский фантастический комедийный фильм 2021 года режиссёра Джейсона Райтмана по сценарию Райтмана и Гила Кинана. Продолжение фильмов «Охотники за привидениями» и «Охотники за привидениями 2». Посмертно фильм посвящён Гарольду Рамису.
Действие происходит спустя 30 лет после событий второго фильма. По сюжету семья переезжает в маленький город, где обнаруживает свою связь с оригинальными Охотниками за привидениями и тайным наследием дедушки.
Третий фильм находился на этапе разработки со времён «Охотников за привидениями 2». После отказа Мюррея участвовать в проекте и смерти Гарольда Рамиса в 2014 году Sony объявила перезапуск. После того, как фильм потерпел неудачу в прокате, Райтман начал разрабатывать прямое продолжение оригинальных фильмов. Новые участники актёрского состава были объявлены к июлю 2019 года, а оригинальный актёрский состав подписался через два месяца. Съёмки фильма проходили с июля по октябрь 2019 года. Фильм посвящен Рамису и исполнительному продюсеру Тому Поллоку (умершему вскоре после его завершения), и память первого отмечается перед заключительными титрами. Это был последний фильм, в котором участвовал режиссёр франшизы Айван Райтман (в дополнение работы продюсера, он играл роль призрака, заменяя персонажа Игона Спенглера) перед его смертью 12 февраля 2022 года.
«Охотники за привидениями: Наследники» должны были выйти в прокат в США 10 июля 2020 года, но премьера была перенесена на 19 ноября 2021 года из-за пандемии COVID-19. Фильм вышел в прокат в США 19 ноября 2021 года, в России — 2 декабря.
В марте 2023 года начались съёмки продолжения и завершились в июне 2023 года, рабочее название которого — «Пожарная часть»."	Келли Спенглер с сыном Тревором и дочерью Фиби выселяют из дома за неуплату и она вынуждена переехать в городок Саммервиль (штат Оклахома) и поселиться в заброшенном доме (ферме) её отца Игона Спенглера. Сам Игон переехал сюда 32 года назад, когда после событий в Нью-Йорке команда Охотников за привидениями распалась из-за спада сверхъестественной активности в городе и потери заказов, для экспериментов в паранормальной сфере. Он поймал некое сверхъестественное существо на руднике Иво Шандора, после чего умер от сердечного приступа примерно за неделю до основных событий фильма. Дети, Тревор и Фиби, недовольны переездом в глухую провинцию, но вынуждены привыкать. В это же время Тревор знакомится с местной девушкой Лаки и устраивается на работу в закусочную, где она работает.
Они не забудут	Криминальная драма Социальная драма	7.2	"«Они не забудут» (англ. They Won't Forget) — американский драматический фильм режиссёра Мервина Лероя, который вышел на экраны в 1937 году.
Он поставлен по роману Уорда Грина «Смерть на глубоком юге», который был основан на реальном событии — суде и последующем линчевании Лео Франка за убийство Мэри Пэган в 1913 году. Фильм рассказывает о судьбе учителя (Эдвард Норрис), который переехал в южный город с севера страны. Под влиянием политических факторов его обвиняют в убийстве ученицы, приговаривая к пожизненному заключению, после чего учителя линчует толпа местных жителей.
Критика высоко оценила картину за остроту поставленной темы, отметив также режиссуру Лероя и игру Клода Рейнса в роли прокурора. Одним из запоминающихся моментов фильма стала первая значимая роль будущей кинозвезды Ланы Тёрнер, сыгравшей жертву преступления.
Национальный совет кинокритиков включил этот фильм в десятку лучших фильмов года, «Нью-Йорк Таймс» также включил его в свой список десяти лучших картин года."	В небольшом городке Флодден на Юге США готовятся к празднованию Дня поминовения воинов-конфедератов, погибших в Гражданской войне. Директор бизнес-школы Карлайл П. Бакстон (Е. Эллин Уоррен) заходит на урок, который ведёт недавно прибывший с Севера страны преподаватель Роберт Хейл (Эдвард Норрис), и в унизительной форме указывает ему перед учениками, что в этот праздничный день следует закончить занятия заранее. После уроков две ученицы — Мэри Клэй (Лана Тёрнер) и Имоджен Мэйфилд (Линда Перри) — направляются в соседнее кафе, где Мэри рассказывает подруге, что сходит с ума от мистера Хейла, после чего сообщает, что собирается на свидание с местным парнем Джо Тейлором (Элиша Кук). Заметив, что забыла свою косметичку, Мэри возвращается в школу, по дороге наблюдая за парадом на главной улице города. Около школы она встречает директора, после чего чёрный привратник Тамп Редвайн (Клинтон Роузмонд) открывает ей дверь.
Неосторожность (фильм)	Фильм нуар Триллер	6.3	"«Неосторожность» (англ. The Unguarded Moment) — цветной фильм нуар режиссёра Гарри Келлера, который вышел на экраны в 1956 году.
Действие фильма происходит в небольшом американском городке, где учительница Лоис Конуэй (Эстер Уильямс) начинает получать анонимные любовные письма, а затем сталкивается и с открытыми домогательствами со стороны ученика, которому поначалу удаётся оставаться неопознанным. Когда Лоис наконец узнаёт в нём звезду школьной футбольной команды Леонарда Беннетта (Джон Сэксон), дело доходит до директора школы и грозит крупным скандалом, который Лоис пытается урегулировать так, чтобы ученик не пострадал. Тем временем детектив Гарри Грэм (Джордж Нейдер) начинает роман с Лоис и одновременно следит за Леонардом, подозревая, что тот, возможно, причастен к убийству женщины, которое недавно произошло в городе. Однако в итоге на Лоис нападает отец юноши (Эдвард Эндрюс), который после неудачного брака возненавидел женщин.
Несмотря на некоторые сюжетные недостатки, критики в целом положительно оценили картину, отметив её напряжённую атмосферу и саспенс, а также постановку остающихся актуальными и сегодня тем женоненавистничества и домогательств."	В небольшом городке Огден вечером около здания местной школы совершено убийство женщины, расследование которого ведёт детектив, лейтенант Гарри Грэм (Джордж Нейдер). На следующее утро на школьном стадионе молодая, привлекательная учительница музыки Лоис Конуэй (Эстер Уильямс) занимается с группой чирлидеров, после чего ведёт их в городское безалкогольное кафе. Там взгляды девушек-чирлидеров устремляются на звезду школьной футбольной команды Леонарда Беннетта (Джон Сэксон). В кафе также находится уважаемый в городе бизнесмен, отец Леонарда, мистер Беннетт (Эдвард Эндрюс), который явно проявляет чрезмерную опеку о сыне и следит за каждым его шагом. Дав Леонарду несколько минут, чтобы поговорить с друзьями, мистер Беннетт подсаживается к Лоис, в восторженных тонах рассказывая о своём сыне, после чего говорит, что воспитывает его в одиночку и намерен дать ему всё то, чего был из-за болезни лишён в детстве сам.
Куда ты пропала, Бернадетт?	комедиядрама	6.5	"«Куда ты пропала, Бернадетт» (англ. Where'd You Go, Bernadette) — американский комедийно-драматический фильм режиссёра Ричарда Линклейтера по сценарию, написанному Линклейтером, Холли Гент, Винсентом Палмо — младшим, Майклом Х. Уэбером и Скоттом Нойстедтером на основе одноимённого романа-бестселлера Марии Семпл. Главные роли в картине исполнили Кейт Бланшетт, Билли Крудап, Эмма Нельсон, Кристен Уиг, Джуди Грир, Лоренс Фишберн, Тройэн Беллисарио и Джеймс Урбаняк.
Премьера фильма в США состоялась 16 августа 2019 года."	У Бернадетт, талантливого архитектора, а также любящей жены и матери, есть всё. Но однажды она отправляется на поиски себя и исчезает без следа.
Сердце матери (фильм, 1965)	исторический фильм	6.4	«Сердце матери» — художественный фильм. Первый фильм дилогии о семье Ульяновых, снятый на основе одноимённой книги Зои Воскресенской.	Действие фильма происходит в 1886—1893 годах в семье Ульяновых. В фильме воссоздан образ матери Владимира Ильича Ленина — Марии Александровны, мужественно пережившей все выпавшие на её долю невзгоды. Женщина из зажиточной семьи, представительница русской просвещённой интеллигенции, она сумела понять своих детей — революционеров и до конца своей жизни оставалась их самым близким другом. Жизнь Марии Александровны была необыкновенно трудной. В 1886 году умирает глава семьи Илья Николаевич — подвижник российского просвещения.
Анна Каренина (телесериал, 2013)	драма	7.2	«Анна Каренина» — мини-сериал 2013 года в двух частях от канадского режиссёра Кристина Дюгея. Экранизация одноимённого романа Льва Николаевича Толстого. Сериал — продукт совместно производства Италии (Lux Vide), Германии (Betafilm), Испании (Telecinco Cinema) и Франции (Pampa Productions). Главную роль исполнила итальянская актриса Виттория Пуччини. Премьера на европейских телеэкранах состоялась 2 декабря 2013 года.	Вторая половина XIX века. Замужняя дворянка Анна Каренина едет на поезде из Петербурга в Москву, чтобы помочь установить мир в семье брата Стивы Облонского. На балу она встречает офицера Алексея Вронского, с которым познакомилась, прибыв в Москву. Он нравится родственнице Карениной — юной Кити Щербацкой, которая потому отказывает своему кавалеру Константину Левину. Вспыхнувшая любовь Вронского и Карениной становится началом истории противостояния нравам и порядкам высшего общества, метаний между желаниями и честью.
В ожидании Ани (фильм)	драма	6.0	«В ожидании Ани» (англ. Waiting for Anya) — британо-бельгийский драматический военно-исторический художественный фильм 2020 года, снятый режиссёром Беном Куксоном по мотивам одноимённого романа Майкла Морпурго. В главных ролях снялись такие актёры как Ноа Шнапп, Томас Кречманн, Фредерик Шмидт, Жан Рено и Анжелика Хьюстон. Фильм вышел в прокат в начале 2020 сначала в США, а затем на экранах по всему миру.	Действие фильма происходит во время Второй мировой войны. При депортации Бенджамину, еврею по национальности, удаётся бежать, но при этом ему приходится расстаться со своей испуганной маленькой дочерью. Последнее, что Бенджамин успевает сказать дочери: «Встретимся у бабушки». Бенджамину удаётся добраться до горной французской деревушки Лескён, до фермы вдовы Хоркадо, своей тёщи и бабушки Ани, но дочку он там не застаёт. В ожидании Ани Бенджамин и вдова Хоркадо собирают у себя на ферме, прячут от нацистов и переправляют через границу на территорию Испании еврейских детей, чтобы спасти их от смерти.
Проверка на выживаемость (За гранью возможного, 1964)	фантастика	7.9	"«Проверка на выживаемость» (англ. The Outer Limits: A Feasibility Study) — телефильм, 29 серия 1 сезона сериала «За гранью возможного» 1963—1965 годов. Режиссёр: Байрон Хаскин. В ролях — Сэм Ванамейкер, Филлис Лав, Джойс Ван Паттен, Дэвид Опатошу, Франк Пулья.
В новых цветных сериях телесериала «За гранью возможного» (1995—2002) также есть серия «Проверка на выживаемость» (17 серия 3 сезона) с тем же сюжетом. В ремейке инопланетяне зовутся не Луминосианцами, а Триунами и перемещают они людей не к себе на планету, а на один из спутников своей планеты."	Жители небольшого городского предместья, проснувшись однажды утром, поняли, что они прошедшей ночью были перемещены на другую планету. Намерение инопланетян состоит в том, чтобы изучить возможность порабощения всего человеческого рода, чтобы их превратить в грубую рабочую силу на своей планете. Но инопланетяне должны преодолеть не только восприимчивость людей к различным болезням, но и неведомую им силу воли и жажду свободы человека.
Волшебная лампа Аладдина (фильм, 1966)	комедийная сказка	6.6	«Волше́бная ла́мпа Аладди́на» — советский художественный фильм-сказка, снятый на Центральной киностудии детских и юношеских фильмов имени М. Горького в 1966 году по мотивам арабской сказки «Аладдин и волшебная лампа» из сборника «Тысяча и одна ночь».	В Багдаде появляется злой магрибский колдун. С помощью магии он узнаёт имя человека, способного найти волшебную лампу с заключённым в ней джинном, исполняющим все желания хозяина лампы. Этот человек — бедняк Аладдин, сын Али-аль-Маруфа. Благодаря случайности магрибинец находит его в огромном Багдаде. На Аладдина падает взгляд царевны Будур, велевшей посмотреть на неё, после чего беднягу немедленно казнили бы, если б не вмешательство магрибинца.
Попса (фильм)	мелодрама музыкальный фильм	6.0	"«Попса́» — российский фильм-мелодрама режиссёра Елены Николаевой, вышедший в 2005 году. Снят по мотивам одноименной повести Юрия Короткова, изданной в журнале ""Смена"" в 2002 году."	18-летняя девчонка Славка, мечтая о славе и большой сцене, приезжает в столицу на поезде Владивосток — Москва из провинциального Верхневилюйска. Славка ищет квартиру известного московского продюсера Ларисы Ивановны, которая, будучи проездом у них в городе во время гастролей её подопечного, певца Влада Бойцова, оставила ей визитку. Славка становится свидетельницей того, как Лариса Ивановна вышвыривает из своей квартиры сожителя, популярного певца Дмитрия Громова, который был её продюсерским проектом. Cпеша по делам, Лариса Ивановна берёт Славку с собой. Славка рассказывает о своей жизни в Верхневилюйске.
В том году, когда мои родители уехали в отпуск	драма	7.4	«В том году, когда мои родители уехали в отпуск» (порт. O Ano em Que Meus Pais Saíram de Férias) — бразильский фильм, снятый в 2006 году.	12-летний Мауру (Мишёл Жоелсас) увлекается футболом. Его отец — коммунист. Из-за опасности преследования со стороны военного правительства Бразилии родители решают отправить Мауру к дедушке в Сан-Паулу, в район Бон-Ретиру (порт. Bom Retiro). Они оставляют Мауру около дома, говорят ему, что отправляются в отпуск и обещают вернуться к Чемпионату мира.
Человек-муравей и Оса	боевик научная фантастика супергероика	7.0	"«Челове́к-мураве́й и Оса́» (англ. Ant-Man and The Wasp) — американский супергеройский фильм 2018 года, основанный на одноимённых комиксах издательства Marvel Comics, созданный Marvel Studios и распространяемый Walt Disney Studios Motion Pictures. Продолжение фильма «Человек-муравей» и 20-я картина кинематографической вселенной Marvel (КВМ). Режиссёром выступил Пейтон Рид, а сценарий написали Крис Маккенна и Эрик Соммерс, Пол Радд, а также Эндрю Баррер и Гэбриел Феррари. Главные роли исполнили Пол Радд (Скотт Лэнг / Человек-муравей) и Эванджелин Лилли (Хоуп ван Дайн / Оса). В фильме также сыграли Майкл Пенья, Уолтон Гоггинс, Бобби Каннавале, Джуди Грир, Тип «T.I.» Харрис, Дэвид Дастмалчян, Ханна Джон-Кеймен, Эбби Райдер Фортсон, Рэндалл Парк, Мишель Пфайффер, Лоренс Фишберн и Майкл Дуглас. По сюжету ленты Скотт Лэнг и Хоуп ван Дайн объединяются с Хэнком Пимом (Дуглас), чтобы освободить Джанет ван Дайн (Пфайффер) из квантовой реальности. События фильма происходят параллельно с событиями фильма «Мстители: Война Бесконечности» (2018), тем самым объясняя причину отсутствия главного героя в последнем фильме.
Переговоры о продолжении «Человека-муравья» начались вскоре после выхода фильма в прокат. Сиквел «Человек-муравей и Оса» был официально анонсирован в октябре 2015 года, тогда же стало известно о возвращении Полла Радда и Эванджелин Лилли. Месяц спустя режиссёр первой части Пейтон Рид подтвердил, что снимет продолжение. Он с нетерпением ждал возможности представить Хоуп ван Дайн в качестве Осы в сиквеле и намеревался сделать её и Лэнга равными друг другу. Съёмки ленты проходили с августа по ноябрь 2017 года на Pinewood Atlanta Studios в округе Файет, штат Джорджия, а также в городском округе Атланты, в Сан-Франциско, Саванне и на Гавайях.
Мировая премьера фильма прошла в Лос-Анджелесе 25 июня 2018 года, выход в прокат в России состоялся 5 июля, в США — 6 июля. Лента стала частью Третьей фазы КВМ. Фильм получил положительные отзывы критиков, которые отметили его лёгкость, юмор и актёрскую игру Радда и Лилли. Кассовые сборы составили более $622 млн по всему миру. Продолжение, «Человек-муравей и Оса: Квантомания», вышло в прокат в феврале 2023 года."	1987 год. Во время миссии по обезвреживанию сепаратистской ракеты, запущенной в сторону США, Джанет ван Дайн / Оса уменьшается до субатомных размеров и попадает в квантовый мир. После исчезновения жены Хэнк Пим продолжает воспитывать свою дочь Хоуп, полагая, что Джанет мертва. Спустя несколько десятилетий бывший вор Скотт Лэнг в костюме Человека-муравья находит способ попасть и вернуться из квантового мира. Тогда Хэнк Пим и Хоуп решают создать технологию, позволяющую путешествовать по квантовой реальности; они верят, что могут найти Джанет живой.
